ja,en
お待たせしました。審査が出そろいましたので、\n『W.I.N.G.』決勝の結果発表をさせていただきます,"Thanks for waiting. Since the judging is complete,
we'll announce the winner of the W.I.N.G. finals."
優勝者の方、おめでとうございます\nその他の方々は惜しくも敗退です。お疲れさまでした,"Congratulations to the winner. Unfortunately,
the rest of you are eliminated. Thanks for coming."
それじゃ、\nリハーサルのレビューを伝えるわよ！,"Alright,
it's time to give a review of this Rehearsal!"
それじゃあ、\nリハーサルのレビューを伝えるわね～！,"Alright, it's time to give a review of this Rehearsal～!"
キレキレのパフォーマンスだったわ！\n本番が楽しみね,"That was a brilliant performance!
I'll be looking forward to the actual show."
キレキレのパフォーマンスだったわ!\n本番が楽しみね,"That was a brilliant performance!
I'll be looking forward to the actual show."
サイコーに可愛かったわよ～\n本番が待ち遠しいわ～！,"That was so cute～
I can't wait for the real thing～!"
それでは、 \nリハーサルの講評をお伝えします,"Now, I'll give some feedback on the rehearsals."
レッスンの成果が出ていますね\n本番もこの調子で頑張ってください！,"Your lessons are paying off.
Keep it up for the actual performance!"
突然だが──ここで、今日の感謝祭で\n特に輝いていたユニットを表彰しようと思う,"Sorry to interrupt──I think the unit particularly
shined for the public in today's performance."
──いいステージだった\nこれからも期待しているぞ,"──An excellent performance.
I'm looking forward to what you do next."
お待たせしました。審査結果を発表いたします\n『G.R.A.D.』予選を通過したのは……！？,お待たせしました。審査結果を発表いたします\n『G.R.A.D.』予選を通過したのは……！？
予選通過の皆さま、おめでとうございます！\n本選でもその魅力を発揮してください！,"Congratulations to those who passed the prelims.
Please show us your charm in the finals as well!"
予選通過の皆さま、おめでとうございます！\n呼ばれなかった方は、残念ながらここで脱落です……！,予選通過の皆さま、おめでとうございます！\n呼ばれなかった方は、残念ながらここで脱落です……！
お待たせしました。審査が出そろいましたので、\n『G.R.A.D.』本選の結果発表をさせていただきます！,"Thank you for waiting. The judges have chosen.
Let us announce the results of the ""G.R.A.D."" finals!"
おめでとうございます！\n今最も輝くアイドルに、盛大な拍手をお願いします！,"Congratulations! Please give a round of applause 
to today's most radiant idol!"
おめでとうございます！\nその他の方々は惜しくも敗退です。お疲れさまでした,おめでとうございます！\nその他の方々は惜しくも敗退です。お疲れさまでした
天井社長から菓子折りをいただいた\nしかし、数が足りない……\n事務所全員には配れそうにないな,天井社長から菓子折りをいただいた\nしかし、数が足りない……\n事務所全員には配れそうにないな
みんなおいしそうに食べている\n……俺の分はないけど……\n嬉しそうな声だけで十分だ,みんなおいしそうに食べている\n……俺の分はないけど……\n嬉しそうな声だけで十分だ
あんなパフォーマンスで\n感謝が伝わると思ってるの？,"Will that performance
convey your gratitude?"
がんばれー！\nできるよー！,"Good luck!
You can do it!"
がんばれー！\n歌えるよー！,"Good luck!
You can sing!"
がんばれー！\n踊れるよー！,"Good luck!
You can dance!"
それでアイドル\nのつもり～？,"Trying to be
an idol～?"
どうして\n出来ないの～？,"What's wrong?
Can't do it～?"
ま、こんなもんっしょ,"Well, guess that's it."
もっと気持ちを\n込めてください,"Please put more
feeling into it."
やる気ある？\n帰っていいわよ,"Not motivated?
Go home then."
アナタたち、本当にソレで\nステージに立つ気なの～？,"Are you really planning 
to go on stage like that～?"
ダメダメね……\n輝いてないわ！,"No good...
No sparkle!"
ダンス\n上手すぎ！,"That dance
is really good!"
ノってるねえ\nいい感じだよ,"It draws you in... 
Nice!"
ビジュアル\n良すぎる！,"Visuals are
really good!"
リズムがまるで\nとれてないわ,"The rhythm
seems off."
リズムに\nのってきたわね,"Getting into
the groove."
全く出来ていませんね\n今のままではステージに上げられません,"You haven't done anything.
You can't get on stage like this."
動きが\nバラバラ…,"Movement is
all over the place..."
可愛いわあ……\n虜にされちゃう,"Cuuute... 
I'm captivated!"
歌に感情がある\n良いですね,"I can feel 
the emotion!"
歌声が\n澄んでいますね,"Her singing 
voice is clear!"
歌声\nキレイ！,Beautiful singing!
歌詞が\n間違ってる…,"Wrong
lyrics..."
笑顔が\n弾けてるわ～,"Her smile
is beaming～"
表情が\n硬いよ…,"Her facial
expressions look stiff..."
音程が\nはずれています,Her pitch is off.
流行の結果にあわせて、\nオーディションを受けてみてください♪,流行の結果にあわせて、\nオーディションを受けてみてください♪
笑顔が固いなぁ,That smile seems forced.
衣装が乱れてる\nしっかりなさい,"Your costume 
is disheveled."
ひゅーっ！\n衣装顔負け！,"Woah! 
That costume!"
良い顔です\n歌を楽しんでいる,"I'm enjoying 
the song!"
動きのキレがいまいちだな,That move was messy.
動きがかたい\n柔軟したの？,"Try to be 
more flexible?"
いいねえ\n心にくるぜ！,"Nice! Touches
my heart!"
もっと声出してもらわないと,"Can't you be
louder?"
歌詞が違う……\nがっかりです,"Wrong lyrics... 
Disappointing."
それじゃダメ\n可愛くないわ,"That's no good.
Not cute at all."
新しい表現も見せて欲しいですね,Show some different expressions.
ガツーンとくるもの見せてよ,Show something that hits home.
もっと良いとこ見せて〜,Show something better～
いい顔してる\nドキドキするわ,My heart's pounding!
センターのボーカル、良いですね,Aren't those vocals good?!
センターのダンス、イイねぇ！,That dance was great!
センターのビジュアル、しびれる〜,This visual is mesmerizing～
ビックリだ……\nすごくウマい,"Surprising...
So skilled."
空っぽですね\n何も感じません,"How empty.
I feel nothing."
あ、ミスったね\nごまかせないよ,"Ah, a mistake.
Can't hide that."
練習量を感じる\n……完璧です,Perfect practice...
音程が……\nダメですね,"That pitch was
no good..."
めちゃくちゃ！\nリズムが全然！,"How chaotic!
Off rhythm!"
